Code,Name,Close,MA25,MA75,Turnover,TurnoverMA25,TurnoverMA75,Category,DataDate
7034,プロレド・パートナーズ,427.0,419.3,473.2,0.1,0.1,0.2,,2026/5/8
7038,フロンティア・マネジメント,594.0,586.1,574.0,0.2,0.1,0.2,,2026/5/8
7059,コプロ・ホールディングス,841.0,864.8,937.9,0.1,0.7,1.6,,
7071,アンビスホールディングス,381.0,411.6,457.1,0.4,1.7,2.8,,
7085,カーブスホールディングス,822.0,817.3,784.2,0.5,3.6,2.4,,
7088,フォーラムエンジニアリング,1699.0,1699.2,1698.6,0.2,0.6,0.9,,
7092,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,2303.0,2303.1,2303.5,0.2,0.3,0.6,,
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,1275.0,1287.3,1344.9,0.5,1.5,1.7,,
7102,日本車輌製造,3605.0,3598.4,3803.8,0.2,1.8,1.7,,
7128,ユニソルホールディングス,2160.0,2211.3,2260.6,0.2,0.9,1.1,,
7130,ヤマエグループホールディングス,2856.0,2959.4,2886.2,0.5,1.7,2.3,,
7148,ＦＰＧ,1549.0,1579.6,1845.1,12.8,13.0,14.7,1,2026/5/8
7157,ライフネット生命保険,1809.0,2109.8,2107.0,2.9,6.3,5.8,,
7164,全国保証,3103.0,3198.4,3116.2,16.2,13.7,12.6,1,2026/5/8
7167,めぶきフィナンシャルグループ,1313.5,1302.8,1239.2,34.6,31.8,30.4,1,2026/5/8
7172,ジャパンインベストメントアドバイザー,2102.0,2021.8,2059.7,7.5,7.4,10.2,1,2026/5/8
7173,東京きらぼしフィナンシャルグループ,11490.0,11766.0,11058.1,18.1,12.4,14.3,1,2026/5/8
7180,九州フィナンシャルグループ,1259.0,1272.4,1227.0,17.6,16.2,16.7,1,2026/5/8
7181,かんぽ生命保険,1558.5,1577.3,1593.0,35.0,34.2,45.0,1,2026/5/8
7182,ゆうちょ銀行,2738.5,2672.5,2681.2,49.2,172.5,233.4,,
7184,富山第一銀行,2519.0,2572.8,2469.8,2.1,5.3,7.1,,
7186,横浜フィナンシャルグループ,1489.5,1488.5,1482.9,53.2,43.9,55.8,1,2026/5/8
7187,ジェイリース,1325.0,1313.2,1342.5,0.8,1.0,1.3,,2026/5/8
7189,西日本フィナンシャルホールディングス,3946.0,4033.0,3942.6,24.7,18.9,20.6,1,2026/5/8
7198,ＳＢＩアルヒ,850.0,865.1,871.8,1.0,0.9,1.3,,2026/5/8
7199,プレミアグループ,1844.0,1804.0,1788.8,5.4,3.7,5.0,,2026/5/8
7201,日産自動車,345.7,355.9,381.0,110.9,88.9,108.2,1,2026/5/8
7202,いすゞ自動車,2154.0,2288.6,2462.2,52.5,54.0,57.4,1,2026/5/8
7203,トヨタ自動車,2913.0,3217.1,3411.5,2187.2,720.8,814.1,1,2026-05-08
7211,三菱自動車工業,306.7,315.1,361.4,41.9,44.8,46.8,1,2026/5/8
7220,武蔵精密工業,5420.0,3615.5,3013.0,268.8,70.2,45.9,12,2026/5/8
7224,新明和工業,2583.0,2478.2,2428.6,13.4,6.3,6.3,,2026/5/8
7226,極東開発工業,2678.0,2831.4,3073.6,4.9,5.1,4.5,,
7231,トピー工業,2957.0,2999.2,3140.1,1.4,1.5,2.1,,
7236,ティラド,14420.0,9305.6,9263.4,11.9,6.7,4.3,,
7238,曙ブレーキ工業,131.0,126.2,128.8,1.6,1.8,2.9,,
7239,タチエス,2084.0,2091.2,2115.2,2.7,2.3,2.5,,
7240,ＮＯＫ,2935.5,2857.9,2967.1,7.3,8.8,9.8,,
7241,フタバ産業,993.0,981.5,1024.6,1.9,2.5,2.8,,
7242,カヤバ,4560.0,4482.0,4556.4,2.6,4.5,5.2,,
7244,市光工業,517.0,510.4,521.1,0.3,0.5,0.8,,
7245,大同メタル工業,907.0,893.1,987.3,2.0,3.0,4.7,,
7246,プレス工業,783.0,811.2,852.0,1.4,2.0,2.9,,
7250,太平洋工業,3015.0,3018.8,3063.1,22.5,4.4,3.8,,
7259,アイシン,2291.0,2275.4,2498.3,92.3,70.6,74.8,1,2026/5/8
7261,マツダ,990.9,1049.0,1144.0,91.5,70.1,78.0,1,2026/5/8
7267,本田技研工業,1269.0,1283.8,1408.6,241.5,221.1,285.5,1,2026/5/8
7269,スズキ,1801.5,1829.1,2032.2,39.0,,,,
7270,ＳＵＢＡＲＵ,2358.0,2493.3,2792.0,106.7,86.0,115.2,1,2026/5/8
7272,ヤマハ発動機,1116.0,1144.0,1154.9,74.2,63.4,83.2,1,2026/5/8
7276,小糸製作所,2634.0,2543.0,2544.7,34.0,19.3,23.9,1,2026/5/8
7278,エクセディ,6050.0,5717.2,5707.2,8.0,9.5,8.7,,
7280,ミツバ,1168.0,1186.4,1277.3,2.7,2.6,24.9,1,2026/5/8
7282,豊田合成,4659.0,4278.2,4401.2,33.4,27.2,39.1,1,2026/5/8
7283,愛三工業,1722.0,1863.3,2010.7,3.2,2.5,2.9,,
7294,ヨロズ,877.0,889.6,965.8,0.2,0.4,0.7,,
7296,エフ・シー・シー,3410.0,3391.2,3521.7,1.7,3.0,3.6,,
7309,シマノ,17295.0,16794.4,16884.5,78.8,56.3,56.4,1,2026/5/8
7313,テイ・エス　テック,1753.0,1768.8,1827.8,3.4,5.6,7.0,,
7322,三十三フィナンシャルグループ,1629.0,1602.4,1475.7,4.4,5.3,5.5,,
7327,第四北越フィナンシャルグループ,1977.0,1951.5,1915.0,23.5,19.7,17.1,12,2026/5/8
7337,ひろぎんホールディングス,1857.5,1854.4,1809.6,16.2,12.9,15.6,1,2026/5/8
7347,マーキュリアホールディングス,783.0,751.2,767.3,0.2,0.3,0.5,,
7350,おきなわフィナンシャルグループ,5560.0,5608.0,5498.6,3.5,3.4,3.6,,
7366,ＬＩＴＡＬＩＣＯ,1187.0,1225.6,1259.0,0.9,1.2,2.1,,
7380,十六フィナンシャルグループ,2060.0,2009.2,1783.7,29.3,11.7,12.5,12,2026/5/8
7381,ＣＣＩグループ,1002.0,985.9,965.3,6.2,5.2,6.4,,
7383,ネットプロテクションズホールディングス,442.0,420.1,454.4,2.4,3.6,6.9,,
7384,プロクレアホールディングス,3535.0,3431.4,3047.9,6.0,4.2,3.6,,
7388,ＦＰパートナー,2292.0,2325.5,2323.7,1.3,1.7,2.0,,
7389,あいちフィナンシャルグループ,1499.0,1525.5,1301.4,12.7,12.5,10.7,1,2026/5/8
7414,小野建,1427.0,1401.9,1406.7,0.3,0.7,0.8,,
7419,ノジマ,1249.0,1164.6,1135.4,28.9,16.0,10.7,1,2026/5/8
7421,カッパ・クリエイト,1492.0,1555.2,1576.0,1.8,1.5,1.6,,
7433,伯東,4185.0,4224.6,4150.0,1.8,2.1,2.8,,
7438,コンドーテック,1456.0,1497.8,1488.1,0.2,0.4,0.6,,
7447,ナガイレーベン,1632.0,1719.4,1750.4,1.0,1.1,1.2,,
7453,良品計画,3650.0,3677.3,3487.5,177.0,166.8,164.9,1,2026/5/8
7456,松田産業,7190.0,6574.4,6772.0,10.0,8.5,11.7,1,2026/5/8
7458,第一興商,1607.5,1696.8,1666.5,2.2,4.3,5.6,,
7459,メディパルホールディングス,2772.5,2867.0,2865.3,16.6,11.1,11.2,1,2026/5/8
7466,ＳＰＫ,1254.0,1294.5,1263.7,0.4,0.4,0.5,,
7475,アルビス,2499.0,2570.3,2614.1,0.2,0.3,0.4,,
7476,アズワン,2142.0,2189.8,2243.6,2.8,5.2,4.8,,
